Name,club,overall,player_positions
Mart Ristl,VfB Stuttgart,58,"CDM, CM, RM"
Waldemar Anton,Hannover 96,58,CB
Lukas Klünter,1. FC Köln,58,"RB, CB"
Enis Bunjaki,Eintracht Frankfurt,58,ST
Joshua Mees,SC Freiburg,58,"CF, LM"
Emre Can Atila,Atiker Konyaspor,58,"CM, CAM"
Said-Ali Akhmaev,FC Rostov,58,"ST, LW, RW"
Jermaine Anderson,Peterborough United,58,CM
Tarique Fosu,Reading,58,"LM, RM"
Paul McKay,Doncaster Rovers,58,"CB, CM, CDM"
Marcelo Tapia,CD Antofagasta,58,CB
José Ndong Machín Dicombo,Roma,58,CM
Juan Manuel Conesa Ibañez,Elche CF,58,GK
Jamie Hanson,Derby County,58,"CM, CDM"
Francisco Di Franco,Boca Juniors,58,ST
Martin Smith,Sunderland,58,"CM, CAM"
Jorge Grant,Nottingham Forest,58,CM
Brandur Hendriksson Olsen,FC København,58,"CM, LM, RM"
Scott McKenna,Aberdeen,58,"CB, LB"
Rafael Cid Martínez,U.N.A.M.,58,RB
Ryan Mmaee,Standard de Liège,58,ST
Dries Wouters,KRC Genk,58,"CB, LB"
Joonas Vanhanen,Heracles Almelo,58,CB
Alexander Helgi Sigurðarson,AZ Alkmaar,58,CM
Rody de Boer,ADO Den Haag,58,GK
Abel Alberto Casquete Rodríguez,River Plate,58,CAM
Jay-Roy Grot,NEC Nijmegen,58,"RW, ST"
Davide Monteleone,Ternana,58,CB
Vitaliy Gudiev,Terek Grozny,58,GK
Samuel Piette,Canada,58,CDM
Alexandr Morgunov,Dinamo Moscow,58,ST
Arif Ekin,FC Augsburg,58,LM
Jules Olivier Ntcham,Genoa,58,CM
Mirnes Pepic,SC Paderborn 07,58,"CDM, LM"
Tamirlan Dzhamalutdinov,FC Anzhi Makhachkala,58,CM
Julio José Pleguezuelo Selva,Arsenal,58,RB
Omar Sowunmi,Yeovil Town,58,CB
Atabey Çiçek,Gençlerbirliği SK,58,ST
Tesfaldet Tekie,IFK Norrköping,58,CM
Mohamed Ofkir,Lillestrøm SK,58,RM
Svyatoslav Georgievskiy,Kuban Krasnodar,58,CAM
Tokmac Chol Nguen,Mjøndalen IF,58,"CAM, CF, RW, LW"
Tim Payne,New Zealand,58,"CM, RW"
Tars Notteboom,Sporting Lokeren,58,RW
Dale Carrick,Kilmarnock,58,"CF, ST, RW"
Christopher Dilo,Dijon FCO,58,GK
Sergey Bozhin,Krylya Sovetov Samara,58,"CB, LB"
Charlie Horton,Leeds United,58,GK
Maksim Palienko,Zenit St. Petersburg,58,CAM
Liam Agnew,Sunderland,58,CM
Denis Rodríguez,Newell's Old Boys,58,CM
Jonathan Requena,Club Atlético Banfield,58,CAM
Lewie Coyle,Leeds United,58,RB
Jorge Rodríguez,Club Atlético Banfield,58,CB
David Sambissa,FC Girondins de Bordeaux,58,"LB, LM"
Jorge Henríquez,Audax Italiano,58,"CAM, CM, CF"
Alberto Mazzariol,Carpi,58,RB
Juan Cruz Monteagudo,Nueva Chicago,58,CB
Théo Guivarc'h,En Avant de Guingamp,58,GK
Giorgi Jobava,AJ Auxerre,58,RW
Jose Carlos Bizama Venegas,CD Huachipato,58,"RB, CB"
Julian Lelieveld,Vitesse,58,RB
Thomas Robinet,FC Sochaux-Montbéliard,58,ST
Ronald Pfumbidzai,Hobro IK,58,LB
Lucas Toussaint,FC Metz,58,CDM
Pedro Miguel Pereira,Sampdoria,58,RB
Pierce Sweeney,Reading,58,CB
Josh Sheehan,Swansea City,58,CM
Michael Seaton,Portland Timbers,58,ST
Kenneth McEvoy,Tottenham Hotspur,58,"LM, CAM"
George Honeyman,Sunderland,58,CAM
Merveille Goblet,Waasland-Beveren,58,GK
Nahuel Isaías Luján,Belgrano de Córdoba,58,LM
Jérémy Gagnon-Laparé,Montreal Impact,58,"CM, LB"
Sergio Henrique Santos Gomes,Audax Italiano,58,"ST, CF"
David Matías Barbona,Estudiantes de La Plata,58,"RM, CM"
Agustín Daniel Rossi,Estudiantes de La Plata,58,GK
Zinédine Machach,Toulouse Football Club,58,CM
Tomás Cardona,San Lorenzo de Almagro,58,CB
Kadeem Harris,Barnsley,58,"LM, RM"
Christian Dibble,Barnsley,58,GK
Nick Townsend,Barnsley,58,GK
Callum Camps,Rochdale,58,"CAM, CM"
Carlton Morris,Hamilton Academical FC,58,ST
Tom Lapslie,Colchester United,58,"CM, CDM"
Kasper Junker,Randers FC,58,ST
Ángel Muñoz Castro,Unión Española,58,CM
Nicolás Gastón Avellaneda,Club Atlético Lanús,58,GK
Marcus Ingvartsen,FC Nordsjælland,58,ST
Luca Forte,Pescara,58,"ST, LW"
Magomed Musalov,FC Anzhi Makhachkala,58,CB
Julian von Haacke,SV Werder Bremen,58,"CDM, CM"
Lucas Acosta,Belgrano de Córdoba,58,GK
Daniel Vázquez,Club América,58,CM
Manuel Kubli,Grasshopper Club Zürich,58,CM
Quentin N'Gakoutou,Évian Thonon Gaillard FC,58,ST
Johan Ramhorn,Kalmar FF,58,CB
Markus Dahlen Brændsrød,Lillestrøm SK,58,RM
Lionel Nshole Makondi,KV Mechelen,58,ST
Richard Neudecker,TSV 1860 München,58,CM
Marvin Gakpa,FC Lorient,58,"CF, CAM"
Ain Acosta Luna,Club Atlético Lanús,58,GK
Sadiq El-Fitouri,Manchester United,58,RB
Gonzalo Di Renzo,Club Atlético Lanús,58,RM
Nicolás Tripichio,Vélez Sarsfield,58,RB
Antonino La Gumina,Palermo,58,ST
David Sanz Cisnal,CD Numancia,58,CM
Kaan Akca,Fortuna Düsseldorf,58,CM
Sebastian Murawski,Pogoń Szczecin,58,CB
Christian Jakobsen,Brøndby IF,58,RW
Kenny Prince Redondo,1. FC Union Berlin,58,LM
José Manuel Marques Postiga,Rio Ave FC,58,ST
Finn-Dominik Porath,Hamburger SV,58,"CM, LM"
Austine Ikenna,IK Start,58,ST
Edoardo Oneto,Sampdoria,58,ST
Liam Caddis,St. Johnstone FC,58,"CAM, LM"
Sean McDermott,IK Start,58,GK
Reice Charles-Cook,Coventry City,58,GK
George Ray,Crewe Alexandra,58,CB
Aiden O'Brien,Millwall,58,"LM, RM, CAM, ST"
Remi Matthews,Burton Albion,58,GK
Jordan  Archer,Millwall,58,GK
Jordan Moore-Taylor,Exeter City,58,"CB, LB"
Renaud Ripart,Nîmes Olympique,58,ST
Khalid Kadyrov,Terek Grozny,58,LM
David Ferguson,Blackpool,58,LB
Billy Nordström,IFK Göteborg,58,LB
Okan Adil Kurt,FC St. Pauli,58,"CM, CDM"
Ivan Näsberg,Vålerenga Fotball,58,"LB, CB"
Jak McCourt,Port Vale,58,"CM, CDM"
Charlee Adams,Birmingham City,58,"CM, RM"
Amir Falahen,SC Freiburg,58,ST
Gregory Wüthrich,BSC Young Boys,58,CB
Nicolás Rubio,Envigado FC,58,CAM
Alejandro Durán Trejo,Jaguares de Chiapas,58,CAM
Mohammad Baghdadi,Eintracht Braunschweig,58,LB
Fausto Grillo,Vélez Sarsfield,58,"LB, CB"
Franco Jominy,Atlético de Rafaela,58,ST
David Tutonda,York City,58,"LB, LWB"
Christian Ortag,FC Ingolstadt 04,58,GK
Luke McGee,Tottenham Hotspur,58,GK
Gabriel Seijas,Estudiantes de La Plata,58,LM
Martin Merquelanz,Real Sociedad,58,"LM, RM"
Bruce Kamau,Adelaide United,58,RW
Franz Brorsson,Malmö FF,58,CB
Pablo Sebastián Cuevas,Club Atlético Colón,58,RB
Ezequiel Bonacorso,Godoy Cruz,58,CDM
李纪敏,Jeonnam Dragons,58,RB
Ricardo Razo,Querétaro,58,ST
Oliver Berg,Odds BK,58,CM
Mickaël Tirpan,Royal Excel Mouscron,58,"RB, RM, CAM"
Hamza Bouyadi,SD Huesca,58,ST
Jannik Huth,1. FSV Mainz 05,58,GK
Pablo Sebastián Carreras,River Plate,58,RB
Alexander Nahuel Barboza Ullúa,Atlético de Rafaela,58,CB
Connor Essam,Leyton Orient,58,CB
Adam Smith,Northampton Town,58,GK
Paul Izzo,Central Coast Mariners,58,GK
Lee-J Lynch,Limerick FC,58,"CAM, CM"
Brad Potts,Blackpool,58,"RM, CM"
Danny Ward,Aberdeen,58,GK
Garry Buckley,Cork City,58,"CM, CB"
Max Kretzschmar,Wycombe Wanderers,58,LM
Ross Killock,Leeds United,58,CB
Enock Kwakwa,Falkenbergs FF,58,"CM, CDM"
Nicola Lancini,Brescia,58,"LB, LM"
Maurizio Scioscia,1. FC Heidenheim 1846,58,"LB, RB"
박선주 朴宣住,Pohang Steelers,58,"LB, LM"
Matt Preston,Walsall,58,CB
Cristhian Felipe Alarcón Guarín,Atlético Huila,58,LM
Konstantin Fuhry,SC Freiburg,58,GK
Ángel Jesús Galván Rivero,CD Tenerife,58,GK
Mateusz Kupczak,Bruk-Bet Termalica Nieciecza,58,CDM
Einar Galilea Azaceta,Deportivo Alavés,58,CB
Filippo Costa,Bournemouth,58,LB
Mattia Zaccagni,Hellas Verona,58,CM
Elmo Lieftink,Vitesse,58,"CM, CAM"
Azer Bušuladžić,Odense Boldklub,58,"CM, LM, RM"
Alexander Achinioti-Jönsson,Helsingborgs IF,58,CDM
Michael Zant,FC Ingolstadt 04,58,CB
Marco Moscati,Livorno,58,"CM, RM, RB"
Deian Boldor,SS Virtus Lanciano,58,CB
Markus Wostry,FC Admira Wacker Mödling,58,CB
Alejandro Gutiérrez Mozo,CD Leganés,58,"CAM, CM"
Ahmed Al Nufaili,Hajer,58,LB
Abdularahman Al Hurib,Hajer,58,"CDM, CM"
Astemir Gordyushenko,PFC CSKA Moscow,58,CM
Sverre Bjørkkjær,FK Haugesund,58,"LB, RB"
Chris Vianney Bedia,Tours FC,58,ST
Seydou Sy,AS Monaco,58,GK
Bruno  Araújo dos Santos,FC Paços de Ferreira,58,RB
Joseph Greenspan,Colorado Rapids,58,CB
Seong Beom Song,GwangJu FC,58,CB
Samer Salem,Al Khaleej,58,ST
Byeong Wook Ko,Jeonnam Dragons,58,"CAM, RM, ST"
Matteo Gasperi,Cesena,58,CAM
Alexander Satrústegui,CA Osasuna,58,ST
Filip Valenčič,Notts County,58,ST
Nick Wolters,Roda JC Kerkrade,58,GK
Stefano Sensi,Cesena,58,"CDM, CM"
Mohamed Labib Maouche,Tours FC,58,"CM, CDM"
Rodolfo Combe Arriola,Vélez Sarsfield,58,ST
Özkan Karabulut,Gençlerbirliği SK,58,GK
Louis Elliott Moult,Motherwell,58,ST
Robert  Sandnes,IK Start,58,"LB, LM"
Sam Johnson,Port Vale,58,GK
Sam Kelly,Port Vale,58,LM
Nick Pope,Charlton Athletic,58,GK
Sacha Petshi,Blackburn Rovers,58,"CDM, CM"
Gearóid Morrissey,Cambridge United,58,"CM, RM"
Mathias Fredriksen,Odds BK,58,"RW, CM, LW"
Ebrima Bojang,AS Saint-Étienne,58,ST
Jack Hamilton,Heart of Midlothian,58,GK
Mekhti Dzhenetov,FC Anzhi Makhachkala,58,GK
Rafael Cisternas,Unión La Calera,58,GK
Daniel Carr,Cambridge United,58,"ST, RW"
Michael Neill,Central Coast Mariners,58,LB
Javier Duro Ceña,CD Numancia,58,CB
David Wheeler,Exeter City,58,"RM, ST"
Iván Rodríguez del Pozo,Málaga CF,58,RB
Ignacio Bailone,Club Atlético Lanús,58,ST
Yoan Cardinale,OGC Nice,58,GK
Sultan Al Sharif,Al Raed,58,"CDM, CM"
Craig MacGillivray,Walsall,58,GK
Tom Pett,Stevenage,58,"RM, LM"
Aldo Yaninn Benítez Montes,Deportivo Toluca,58,"LB, CM, RB"
Çağrı Bülbül,Gençlerbirliği SK,58,"CDM, CM"
Kane Vincent-Young,Colchester United,58,"RB, LB"
Antonin Bobichon,Nîmes Olympique,58,RM
Chey Dunkley,Oxford United,58,CB
César Manuel Carrillo Mejía,Jaguares de Córdoba,58,CDM
Miguel Antonio Pérez Jiménez,Cúcuta Deportivo,58,ST
Fabio Enrique Álvarez,Defensa y Justicia,58,CAM
Matías Rosso,Estudiantes de La Plata,58,RM
Déiner Córdoba,Boyacá Chicó FC,58,RB
Tomas Gomez,San Jose Earthquakes,58,GK
Robert Kling,FK Haugesund,58,CM
Abdulrahman Al Obaid,Al Qadisiyah,58,LB
Gavin Reilly,Heart of Midlothian,58,"ST, CAM"
Rhys Taylor,Newport County,58,GK
Ronan Murray,Notts County,58,ST
Jesper Rasmussen,Esbjerg fB,58,LM
Sami Fatha,Al Wehda,58,GK
Luis Alfredo Vila,Godoy Cruz,58,ST
김영찬 金荣赞,Jeonbuk Hyundai Motors,58,CB
Yair Bonnin,Gimnasia y Esgrima La Plata,58,GK
Sebastián Ariel Silguero,Club Atlético Tigre,58,RB
Dante Hernán Martínez Jara,Unión Española,58,CAM
Alperen Uysal,Gaziantepspor,58,GK
Albert Vivancos Roig,Girona FC,58,"CM, CDM"
Julien  Bègue,En Avant de Guingamp,58,ST
Juan Pablo Rodríguez Guerrero,Santos Laguna,58,RM
Sebastian Ohlsson,BK Häcken,58,CM
Daniel Edvardsen,FK Bodø/Glimt,58,RB
Nicolás López,Quilmes Atlético Club,58,RM
Lewis Page,West Ham United,58,LB
Andrey Sidenko,FC Rostov,58,CM
Nikolay Stankevich,FC Rostov,58,"CAM, RM"
Nader Al Mowalad,Al Raed,58,"CDM, CM"
Saad Abdul-Salaam,Sporting Kansas City,58,CB
David González Gómez,Real Oviedo,58,ST
Abdulrahim Al Dabbas,Hajer,58,LM
Dalvin Havertong,PEC Zwolle,58,RB
Peter Murphy,Morecambe,58,CM
Billy Bingham,Crewe Alexandra,58,"CM, CDM, LM"
David Cornell,Oldham Athletic,58,GK
Ryan Anthony Williams,Brentford,58,CM
Kamal Mustafa,Falkenbergs FF,58,"LM, CAM"
David Oberhauser,FC Metz,58,GK
Konrad Forenc,Zagłębie Lubin,58,GK
Daniel Ledwith,Sligo Rovers,58,"LB, LW, LM"
Lee  Burge,Coventry City,58,GK
Jesse Makarounas,Melbourne Victory,58,CAM
Łukasz Zejdler,Cracovia,58,"LM, CM"
Michael Schlingermann,Drogheda United,58,GK
Reynaldo Díaz Padilla,Jaguares de Chiapas,58,CB
안영규 安杨奎,GwangJu FC,58,CB
Muhannad Al Farsi,Al Wehda,58,"ST, RM"
Brian Babit,Dijon FCO,58,"ST, RW"
Joshua Hare,Gillingham,58,RB
Brad Stuver,Columbus Crew SC,58,GK
Niccoló Corticchia,Vicenza,58,CM
Nicolás Bruna,Club Atlético Huracán,58,CDM
Michał Markowski,Bruk-Bet Termalica Nieciecza,58,CB
Lino Waldemar Maldonado Gárnica,CD Cobresal,58,ST
Maurice Deville,1. FC Kaiserslautern,58,ST
Edwin Alexis Velasco Uzuriaga,Cortuluá,58,LB
Maximiliano Cáceres,Club Atlético Lanús,58,RM
백동규 白栋圭,Jeju United FC,58,"CB, ST"
Tarkan Serbest,FK Austria Wien,58,"CDM, CM"
Erik Marxen,Randers FC,58,LB
Ijiel César Protti,Rosario Central,58,"ST, CAM"
Francisco José Sánchez Rodríguez,SV Mattersburg,58,LB
Daouda Konaté,Paris FC,58,LB
Łukasz Sekulski,Jagiellonia Białystok,58,ST
João Pedro Barradas Novais,Rio Ave FC,58,CM
Jonathan Fleita,Unión de Santa Fe,58,CB
Lars Mendonca Fuhre,Hammarby IF,58,"CAM, ST"
Jake Kelly,Bohemian FC,58,"ST, LM"
Aaron Greene,St. Patrick's Athletic,58,"ST, LM"
Ciarán Kilduff,Dundalk,58,ST
Jordan Slew,Cambridge United,58,ST
허범산 Beom San Heo,Jeju United FC,58,"CM, LB, LM"
Abdulsalam Al Shereaf,Al Raed,58,"RB, CM, RM"
Dorian Dessoleil,Sporting de Charleroi,58,CB
Maher Othman,Al Wehda,58,"CAM, CM"
Hossam Al Jadani,Al Khaleej,58,"CB, RB"
Jack Clisby,Melbourne City FC,58,"LB, CB"
이으뜸 李奥登,GwangJu FC,58,LB
Jonas Olsson,Gefle IF,58,"RB, RM"
Roberto Jesús Saldías Díaz,Santiago Wanderers,58,ST
Szymon Skrzypczak,Górnik Zabrze,58,ST
Mansour Hamzi,Al Faisaly,58,RM
Jung Han Choi,FC Seoul,58,"ST, RW"
Diego Sosa,Club Olimpo,58,RM
Eric Daniel Aparicio,San Martín de San Juan,58,ST
Juan Manuel Azil,Club Atlético Sarmiento,58,RB
Damià Sabater Tous,RCD Mallorca,58,CM
Samuel Yohou,Paris FC,58,RB
Andreas Arestidou,Fleetwood Town,58,GK
Robert Lainton,Bury,58,GK
Łukasz Tymiński,Górnik Łęczna,58,"CDM, CM"
Mark Halstead,Shrewsbury,58,GK
Keith Ward,Sligo Rovers,58,"LM, CM, RM"
George Saunders,Envigado FC,58,CDM
Abdenasser El Khayati,Burton Albion,58,"ST, RM"
Roarie Deacon,Crawley Town,58,"LB, LM"
Alan López,Club Atlas,58,GK
Yousef Khamees,Al Fateh,58,LB
Brandon Olivares,Deportivo San Marcos de Arica,58,ST
Rodrigo Espíndola,Nueva Chicago,58,CB
Antons Kurakins,Hamilton Academical FC,58,LB
Martin Polaček,Zagłębie Lubin,58,GK
Ben Peter Anthony Tozer,Yeovil Town,58,"RB, CB"
Lewis Jack Young,Crawley Town,58,"RB, RM"
Jakub Kowalski,Podbeskidzie Bielsko-Biała,58,"RM, LM"
Sebastián Darío Navarro,San Martín de San Juan,58,CM
Samuel Mensah,Örebro SK,58,"CDM, RB"
Achille Campion,Port Vale,58,ST
Gustavo David Noguera Domínguez,Quilmes Atlético Club,58,RB
Scott Barrow,Newport County,58,"LB, LM"
Jonathan Maximiliano Sabbatini Perfecto,FC Lugano,58,"CM, CAM, CDM"
Shane Duggan,Limerick FC,58,CM
Vladislavs Gabovs,Korona Kielce,58,RB
Edder Farias,União da Madeira,58,ST
Nico Hammann,SV Sandhausen,58,"RB, LB"
Kevin Ellison,Morecambe,58,"LM, ST"
Ritchie Humphreys,Chesterfield,58,"LB, CDM"
David Lucas,Fleetwood Town,58,GK
Sean Thornton,Drogheda United,58,"CAM, CM"
Arron Rhys Davies,Exeter City,58,"RB, LM, CM"
James Reynolds 'Jamie' McAllister,Exeter City,58,LB
Peter Cherrie,Bray Wanderers,58,GK
Germán Basualdo,Argentinos Juniors,58,RW
Diego Alberto Torres,Crucero del Norte,58,"RM, ST"
Marek Sokołowski,Podbeskidzie Bielsko-Biała,58,"RM, RB, LM, RWB"
John O'Flynn,Cork City,58,"ST, CF, RW"
John Russell,Sligo Rovers,58,CM
Dariusz Zjawiński,Cracovia,58,"ST, CF, RW"
Matthew Bates,Hartlepool United,58,"CB, CM"
David Cassidy,Bray Wanderers,58,"CM, CAM"
Mark Quigley,Derry City,58,"ST, CAM"
Jason Taylor,Northampton Town,58,CM
Abbas Hassan,IF Elfsborg,58,GK
Alex Lawless,Luton Town,58,"CM, LM, RM, RB"
Joe Anyon,Scunthorpe United,58,GK
Andy Parrish,Morecambe,58,"CB, RB"
Fulvio Sulmoni,FC Thun,58,"CB, CDM"
Dariusz Kołodziej,Podbeskidzie Bielsko-Biała,58,"CAM, CM"
Horacio Martín Ramírez,Crucero del Norte,58,GK
David Stringel Vallejo,Dorados de Sinaloa,58,"RB, LB"
Andrew Fleming,Morecambe,58,CM
Michael Siegfried,FC Thun,58,"CDM, CM, CB"
Gerard Doherty,Derry City,58,GK
Carlos Cárdenas Olivera,Tiburones Rojos de Veracruz,58,CB
Waleed Handi Al Raja,Al Khaleej,58,"LB, LM"
Thierry Gerard Audel,Notts County,58,CB
Brett Williams,Stevenage,58,"ST, LW"
Gavin Brennan,Shamrock Rovers,58,"LM, RM, CM"
Ahmad Abass,Najran SC,58,CDM
Abdullah Al Qarni,Al Khaleej,58,CB
Mehtab Hossain,India,58,"CM, CDM"
Wílson Antonio Mena Asprilla,Deportivo Pasto,58,"ST, RM"
Yan Klukowski,Newport County,58,CM
Jerome Okimo,Stevenage,58,LB
Luis Yamil Garnier,Club Atlético Colón,58,"CDM, CB"
Marcelo Alejandro Lamas,Crucero del Norte,58,CM
Matías Nicolás Arrúa,Unión La Calera,58,CAM
Gökhan Gül,VfL Bochum 1848,57,"CB, CDM"
Dimitry Bertaud,Montpellier HSC,57,GK
Steve Kroll,1. FC Union Berlin,57,GK
Marvin Mehlem,Karlsruher SC,57,"CM, CDM"
Noah Loosli,Grasshopper Club Zürich,57,CB
Connor Mahoney,Blackburn Rovers,57,"CAM, LM"
Assane Dioussé El Hadji,Empoli,57,CM
Daniele Sommariva,Genoa,57,GK
Víctor Dávila,CD Huachipato,57,CAM
Braian Mansilla,Racing Club,57,ST
Fabián Astorga Santander,CD Cobresal,57,CM
Suat Serdar,1. FSV Mainz 05,57,"CM, CDM"
Hiram Boateng,Plymouth Argyle,57,"CDM, CM"
Dominic Smith,Shrewsbury,57,CB
Luca Valzania,Cesena,57,CM
Pablo Jaquez,U.N.A.M.,57,CB
Hamza Choudhury,Leicester City,57,CM
Accursio Bentivegna,Como,57,RW
Kenji-Van Boto,AJ Auxerre,57,CB
Giuseppe Panico,Genoa,57,ST
Vincent Pirès,Paris FC,57,CM
Lorenzo Callegari,Paris Saint-Germain,57,CM
Jonathan Lindseth,Odds BK,57,CM
Julian Veen Uldal,Viking FK,57,LB
Anton Miranchuk,Lokomotiv Moscow,57,RM
Conor McGrandles,Norwich City,57,"CM, LM, RM"
Igor Bezdenezhnykh,FC Ufa,57,CAM
Nicolai Rapp,TSG 1899 Hoffenheim,57,"CB, RB, CDM"
Andreas Helmersen,Rosenborg BK,57,ST
Luis Felipe Pinilla,Universidad de Chile,57,"RW, ST"
Axel Salhi,FC Sion,57,GK
Amadou Diawara,Bologna,57,CDM
Tyler Harvey,Plymouth Argyle,57,"CAM, CM, ST"
Sullay Kaikai,Shrewsbury,57,"RM, LM, ST"
Daniel Rowe,Wycombe Wanderers,57,"CB, CM"
Carlos Enrique Rentería Olaya,Deportivo Cali,57,CDM
Mamadou Sissako,Le Havre AC,57,"ST, LW, RW"
Filip Jagiełło,Zagłębie Lubin,57,CAM
Yannick Zummack,Eintracht Frankfurt,57,GK
Jannik Pohl,Aalborg BK,57,ST
Lucio Compagnucci,Vélez Sarsfield,57,CM
Jerry Yates,Rotherham United,57,ST
Lucas Henrique Ferreira Venuto,SV Grödig,57,LM
Ryan Nyambe,Blackburn Rovers,57,"RB, CB"
Nikolai Rehnen,DSC Arminia Bielefeld,57,GK
Antonio Ignacio Torres Carrillo,Guadalajara,57,GK
Cesar Andres Alvarado Labra,Deportivo San Marcos de Arica,57,CM
Jordan Leborgne,Stade Malherbe Caen,57,"CM, CAM, RW, LW"
Cameron McGeehan,Luton Town,57,"CM, CDM, CAM"
George Kweku Davies,SpVgg Greuther Fürth,57,"LM, RM"
Mario Fernández Pozas,SD Ponferradina,57,"RW, RM"
Jack Stacey,Reading,57,RM
Valdomiro Tualungo Paulo Lameiras,Orlando City SC,57,CDM
Erik Andersson,Malmö FF,57,CM
Conor Donovan,Orlando City SC,57,CB
Markus Blutsch,FC Admira Wacker Mödling,57,"CAM, LM"
Markus Nakkim,Vålerenga Fotball,57,CB
Marco Hingerl,SC Freiburg,57,"CM, CDM"
Pascal Stenzel,Borussia Dortmund,57,RB
Roberto Pirrello,Palermo,57,"CB, RB"
Adel Gafaiti,Norwich City,57,CB
Hakeeb Adelakun,Scunthorpe United,57,"RM, LM, RW"
Liam Donnelly,Crawley Town,57,RB
Jeison Andrés Angulo Trujillo,Deportivo Cali,57,LB
Roberto Ramírez,Godoy Cruz,57,GK
Michael Jordan Williams,Swindon Town,57,"CDM, CB"
Niels De Pauw,Waasland-Beveren,57,CB
Simonas Stankevičius,Oldham Athletic,57,ST
Kenan Eryüksel,Akhisar Belediyespor,57,"RM, LM"
Nicolas Senzemba,FC Sochaux-Montbéliard,57,LB
Habib Diallo,FC Metz,57,ST
Sebastiaan Brebels,SV Zulte-Waregem,57,"CM, CDM, RB"
Denis Kavlinov,FC Krasnodar,57,GK
Matthew McInally,Partick Thistle FC,57,"RB, LM, CB, RM"
André Franck Zambo Anguissa,Olympique de Marseille,57,CM
Mauro Mallorca,Club Atlético Temperley,57,CAM
Alexandr Kleshchenko,Kuban Krasnodar,57,CB
Vadim Manzon,Karlsruher SC,57,ST
Dominik Widemann,1. FC Heidenheim 1846,57,"ST, LM, RM"
Jhonder Leonel Cádiz Fernández,União da Madeira,57,ST
Osvaldo Rodríguez del Portal,Pachuca,57,LB
Kyle Knoyle,West Ham United,57,RB
Matt Crooks,Accrington Stanley,57,"CB, ST, CDM"
Lee Angol,Peterborough United,57,"ST, LM, RM"
Sam Patterson,Shrewsbury,57,"RB, RM"
Darragh Lenihan,Blackburn Rovers,57,"CM, CB, CDM"
Leonardo Bertone,BSC Young Boys,57,"CDM, RB"
Ricardo Alexandre Almeida Santos,Peterborough United,57,"CB, RB"
Bo Geens,Sporting Lokeren,57,GK
Raphael Framberger,FC Augsburg,57,RB
Jordan Bove,Oldham Athletic,57,ST
Grégoire Lefebvre,AJ Auxerre,57,CM
Nikola Zivotic,FK Austria Wien,57,"RW, LW"
Marko Nikolić,AIK,57,ST
Paulin Puel,OGC Nice,57,ST
Leonardo Morosini,Brescia,57,CF
Steve Kuzmanovski,Melbourne City FC,57,"CAM, ST"
Greg Luer,Hull City,57,ST
Ezequiel Ruíz,Arsenal de Sarandí,57,ST
Artem Simonyan,FC Zürich,57,"LM, RM, CAM"
Josh Cullen,West Ham United,57,CM
Leonardo Godoy,Atlético de Rafaela,57,RB
Marco Hober,DSC Arminia Bielefeld,57,"CAM, CM"
Emiliano Ozuna,Estudiantes de La Plata,57,ST
Carlo Lattanzio,Estudiantes de La Plata,57,ST
Lalo Fernández,Real Salt Lake,57,GK
Henrik Breimyr,IK Start,57,CM
Morgan Fox,Charlton Athletic,57,LB
Marcin Cebula,Korona Kielce,57,"CDM, CAM"
Alex Davey,Peterborough United,57,CB
Sondre Tronstad,Huddersfield Town,57,CM
Dylan Carreiro,Dundee FC,57,CAM
Brad Abbott,Barnsley,57,CM
Alec Luyckx,Waasland-Beveren,57,CM
Calaum Jahraldo-Martin,Hull City,57,ST
Deni Milošević,Waasland-Beveren,57,RM
Dion Sembie-Ferris,Colchester United,57,"RM, LM"
George Smith,Barnsley,57,LB
James Jones,Crewe Alexandra,57,CAM
Javier Alván Salas Salazar,Dorados de Sinaloa,57,LM
Santiago Giordana,Belgrano de Córdoba,57,ST
Luis Alberto Lozoya Mendoza,Santos Laguna,57,LB
Abdulhadi Al Harajin,Hajer,57,RM
Fernando Lugo,Club Atlético Tigre,57,GK
Sultan Mandash,Najran SC,57,ST
Walter Gallardo,Club Atlético Lanús,57,CDM
Nick Besler,Portland Timbers,57,CM
Federico Rubén Bruno,Club Atlético Temperley,57,CAM
Pablo Mattalía,Belgrano de Córdoba,57,CB
Alan Arario,Vélez Sarsfield,57,ST
Moha Traoré Diarra,Córdoba CF,57,ST
Juan Silva,Gimnasia y Esgrima La Plata,57,CM
Jonathan Lundberg,Örebro SK,57,ST
Macaulay Gillesphey,Carlisle United,57,CB
Gabriel Morales,Atlético de Rafaela,57,LM
Vladislav Levin,Dinamo Moscow,57,CDM
Maxim Obolskiy,Dinamo Moscow,57,ST
Ahmed Isariweh,Al Qadisiyah,57,CM
Christian Schoissengeyr,SK Sturm Graz,57,CB
Daniel Jiménez López,Jaguares de Chiapas,57,LM
Andrea Liotti,Carpi,57,GK
George Benjamin Williams,Barnsley,57,"RB, CB, CDM"
Álvaro Lemos Collazo,CD Lugo,57,"RW, RM"
Jordan Gibbons,Yeovil Town,57,"RM, LM"
Quillan Roberts,Toronto FC,57,GK
Sean Hoare,St. Patrick's Athletic,57,CB
Jonathan Kabasele Bijimine,Córdoba CF,57,"CDM, CM, CB"
Sean Maguire,Dundalk,57,"CAM, ST"
Carlos Cisneros,Guadalajara,57,"RW, RM"
