Name,club,overall,player_positions
Mohammed Ahmed Awaji,Al Shabab,58,GK
Malte Kiilerich,AC Horsens,58,CB
Danny Kane,Sligo Rovers,58,"LB, CB"
Clayton Lewis,Scunthorpe United,58,"CM, CAM, LM"
James McGarry,Willem II,58,"LW, LB"
常田 克人,Vegalta Sendai,58,CB
Yasin Ben El-Mhanni,Scunthorpe United,58,"LM, RM"
Omari Patrick,Bradford City,58,ST
Nelson Federico Insfrán,Gimnasia y Esgrima La Plata,58,GK
Mathias Eriksen Ranmark,Molde FK,58,GK
Alexander Weidinger, SSV Jahn Regensburg,58,GK
Burak Kavlak,Yeni Malatyaspor,58,ST
张华晨,Shanghai SIPG FC,58,CDM
Niall Logue,Finn Harps,58,CB
罗皓,Chongqing Dangdai Lifan FC SWM Team,58,"CB, CM"
Rodin Deprem,Örebro SK,58,ST
Janis Hanek,Karlsruher SC,58,"CM, CDM"
Fabio De Sousa Silva,Örebro SK,58,CB
Jesús David Rivas,Rionegro Águilas,58,CAM
Grzegorz Szymusik,Korona Kielce,58,RB
Yousef Al Harbi,Al Ahli,58,CDM
Pengchao Zu,Shenzhen FC,58,CAM
Marcos Rouzies,Godoy Cruz,58,CB
Carlos Villalba,Club Atlético Talleres,58,CM
Wilhelm Loeper,AFC Eskilstuna,58,CM
髙尾 瑠,Gamba Osaka,58,"CB, RB"
Emil Holten,Silkeborg IF,58,ST
Ayman Al Hejaili,Damac FC,58,"LM, CAM"
Kieran Wallace,Burton Albion,58,"LB, CB"
Sandro Tsveiba,AFC Eskilstuna,58,CB
Lloyd Jones,Luton Town,58,CB
Marko Soldo,Wolfsberger AC,58,GK
Stuart Moore,Milton Keynes Dons,58,GK
Martin Smith,Salford City,58,"CM, CDM"
Gary O'Neill,Shamrock Rovers,58,"CM, CDM"
Hamdan Al Ruwaili,Al Taawoun,58,RB
Macaulay Gillesphey,Brisbane Roar,58,"LB, CB"
Tahvon Campbell,Cheltenham Town,58,"ST, LW"
Ryan Broom,Cheltenham Town,58,"RWB, CM"
Franco Pizzicanella,Atlético Tucumán,58,GK
Nicholas Marfelt,SønderjyskE,58,LB
Jan Albrecht,SV Wehen Wiesbaden,58,GK
Magnus Lenes,Ranheim Fotball,58,GK
Marios Ogkmpoe,Hamilton Academical FC,58,ST
Eric Dick,Sporting Kansas City,58,GK
Dominik Sváček,Viktoria Plzeň,58,GK
Mahame Siby,Valenciennes FC,58,CDM
Josué Reyes,Cruz Azul,58,CB
William Sell,Mjøndalen IF,58,RB
Thore Baardsen Pedersen,FK Haugesund,58,"LM, RM, LB"
Alexis Peyrelade,Rodez Aveyron Football,58,"LB, RB"
Mohammed Al Moqahwi,Al Adalah,58,GK
Adam Roscrow,AFC Wimbledon,58,ST
Emanuel Cuevas,Central Córdoba,58,CAM
Harun Kavaklıdere,Antalyaspor,58,RM
田中 駿汰,Hokkaido Consadole Sapporo,58,CB
Guillermo Murillo,Independiente Santa Fe,58,ST
Dillon Barnes,Queens Park Rangers,58,GK
Eoghan Stokes,Cork City,58,"ST, RM, LM"
Grant Smith,Lincoln City,58,GK
Morten Sætra,Strømsgodset IF,58,GK
Joe McDonnell,AFC Wimbledon,58,GK
Nicolas Senzemba,FC Sochaux-Montbéliard,58,LB
Jonny Maddison,Port Vale,58,GK
Mansour Jawhar,Abha Club,58,GK
Harvey Rodgers,Accrington Stanley,58,"RB, CB"
Hubert Adamczyk,Wisła Płock,58,CM
髙橋 壮也,AFC Eskilstuna,58,"LB, CB, RM"
高华泽,Hebei China Fortune FC,58,LM
Carlos Mosquera,Deportivo Pasto,58,GK
Sindre Mauritz-Hansen,Stabæk Fotball,58,ST
Rasmus Alm,IF Elfsborg,58,RW
Tristan Blackmon,Los Angeles FC,58,"RB, CB"
Gordon Wild,DC United,58,ST
Sung Eun Na,Jeonbuk Hyundai Motors,58,LM
Dylan Fontani,Chamois Niortais Football Club,58,CB
Patryk Sokołowski,Piast Gliwice,58,CDM
Davide Riccardi,Lecce,58,CB
Sondre Liseth,Mjøndalen IF,58,"ST, LW"
Emaxwell Souza de Lima,Kalmar FF,58,ST
Marvin Geran,FC Chambly Oise,58,"ST, CAM"
Okan Chatziterzoglou,Academica Clinceni,58,CB
José de Jesus González,Guadalajara,58,"LW, RW"
Denzel James,Sparta Rotterdam,58,RM
Magnus Blakstad,Ranheim Fotball,58,"CM, CAM"
Álvaro Delgado,Audax Italiano,58,CAM
Max Reinthaler,FC Hansa Rostock,58,"CM, CDM"
Ryan Swan,Bohemian FC,58,ST
Antonio Ignacio Torres Carrillo,Guadalajara,58,GK
유인수 禹仁秀,FC Tokyo,58,"CAM, RW, LW"
Brian Wright,New England Revolution,58,ST
Robert Åstedt,AFC Eskilstuna,58,CB
김우홍 Woo Hong Kim,FC Seoul,58,LW
Paul Marie,San Jose Earthquakes,58,RB
水谷 拓磨,Shimizu S-Pulse,58,"RM, RB, LB"
Jerónimo Manuel Lario Martínez,UD Almería,58,GK
Benedikt Zahn,SpVgg Greuther Fürth,58,ST
Murat Paluli,Göztepe SK,58,"RB, RM"
Michael Netolitzky,Bayern München II,58,GK
Christoffer Mafoumbi,Blackpool,58,GK
Nathan Boyle,Finn Harps,58,"ST, RM, LM"
Sam Hornby,Bradford City,58,GK
Ben Tollitt,Blackpool,58,"RM, LM, CAM"
石川 慧,Sagan Tosu,58,GK
Hassan Ghazwani,Ettifaq FC,58,"CAM, CM"
Abdulrahman Khalid Al Rio,Al Wehda,58,"LB, CB"
Daniel Padilla,La Equidad,58,"CDM, CM"
Adrian Klimczak,LKS Lodz,58,LB
Guillermo Pozos,Club León,58,GK
Yushi Mizobuchi,Matsumoto Yamaga,58,"RB, RWB, LB"
Gabriel Deac,FC Voluntari,58,RM
Caín Fara,Club Atlético Aldosivi,58,CB
Ahmed Al Sultan,Al Adalah,58,"CDM, CM"
Hamad Marshad Al Dwsari,Al Adalah,58,"LB, CDM"
冯刚,Hebei China Fortune FC,58,CM
吴毅臻,Shanghai Greenland Shenhua FC,58,LM
张晨龙,Beijing Renhe FC,58,"LB, LWB"
Riyadh Sharahili,Al Adalah,58,CDM
Ethan Boyle,Shamrock Rovers,58,RB
Ethan González,La Equidad,58,"ST, LM"
Junior Ogedi-Uzokwe,Derry City,58,"LM, ST"
Marcin Staniszewski,Arka Gdynia,58,GK
Jordan Archer,Bury,58,ST
Oskar Sverrisson,BK Häcken,58,LB
Cristóbal Marín,Audax Italiano,58,CM
Danny Esteves,Academica Clinceni,58,LM
Omesh Patla,India,58,CAM
Viktor Noring,Kalmar FF,58,GK
Abdulrahman Al Safri,Damac FC,58,"CDM, CM"
Palkesh Nagarajan,India,58,GK
Gheorghe Andronic,Astra Giurgiu,58,CAM
Mohannad Awadh,Al Fayha,58,"CAM, CM"
Karolis Chvedukas,Waterford FC,58,"CDM, CM"
Oliver Thychosen,Hobro IK,58,LM
常飞亚,Wuhan Zall,58,"LW, RW"
李圣龙,Shanghai SIPG FC,58,"ST, RW"
韩轩,Henan Jianye FC,58,CB
Roberto Alejandro Salcedo Reynoso,Atlético de San Luis,58,GK
Nicolai Geertsen,Lyngby BK,58,CB
Wilson Roberto Bento De Carvalho,Accrington Stanley,58,RW
Kevin Ellison,Morecambe,58,"LM, ST"
Simone Farelli,Pescara,58,GK
Derek Pender,Bohemian FC,58,"RB, LB"
Barry Murphy,St. Patrick's Athletic,58,GK
Keith Cowan,Finn Harps,58,CB
Phil Edwards,Accrington Stanley,58,RB
Laurent Héloïse,FC Chambly Oise,58,CDM
李本建,Henan Jianye FC,58,"LM, CAM, CM"
张翀,Dalian YiFang FC,58,GK
韩锋,Guangzhou R&F FC,58,GK
耿晓锋,Hebei China Fortune FC,58,GK
Yong Gi Ryang,Vegalta Sendai,58,"CF, RM, CM"
Kristijan Miljević,AFC Eskilstuna,58,RM
Jake Carroll,Motherwell,58,LB
Adam Buxton,Morecambe,58,"RB, LB"
이광진 Kwang Jin Lee,Gyeongnam FC,58,"RB, CB"
Mahmut Özen,Falkenbergs FF,58,RB
Abdullah Al Yousef,Al Adalah,58,LB
Kamil Juraszek,LKS Lodz,58,CB
Lewis Italiano,Newcastle Jets,58,GK
吕鹏,Beijing Sinobo Guoan FC,58,CM
Chunyu Dong,Wuhan Zall,58,GK
Facundo Emmanuel Melivillo,Central Córdoba,58,"LM, RW"
杜文洋,Beijing Renhe FC,58,RB
小川 大貴,Júbilo Iwata,58,"LM, RM, RB"
藤田 義明,Júbilo Iwata,58,CB
Pontus Silfwer,Mjøndalen IF,58,CM
Michael Nottingham,Blackpool,58,RB
Weilong Wang,Shenzhen FC,58,"CB, RB"
Kai Wang,Wuhan Zall,58,"CDM, CM"
Ben Trowley,Bury,58,GK
Sam Tillmanson,Bury,58,LWB
Harry Crookside,Bury,58,"CM, CDM"
John Popelard,FC Chambly Oise,58,CM
Jakub Holúbek,Piast Gliwice,58,LB
Yevhen Radionov,LKS Lodz,58,ST
Daniel Bartl,Raków Częstochowa,58,RM
Saeed Hazzam,Damac FC,58,"RM, LM"
Taranjot Agarwal,India,58,"LM, LB"
Amanpreet Varkay,India,58,LB
Chapal Palan,India,58,CM
Mohammed Al Sahli,Al Raed,58,LM
Hristo Ivanov,Bulgaria,58,GK
James Rowland,Shrewsbury,57,CAM
Mohamed Daramy,FC København,57,"ST, LM"
Leonidas Stergiou,FC St. Gallen,57,CB
Joseph Gelhardt,Wigan Athletic,57,ST
Ryan Schofield,Huddersfield Town,57,GK
Djed Spence,Middlesbrough,57,RB
Santiago Giménez,Cruz Azul,57,ST
Emil Konradsen Ceide,Rosenborg BK,57,RW
Jensen Weir,Wigan Athletic,57,CM
Dawid Szot,Wisła Kraków,57,CB
Rob Nizet,Norwich City,57,LB
Tom Dele-Bashiru,Watford,57,CM
Luca Ashby-Hammond,Fulham,57,GK
Franco Lionel Godoy,Unión de Santa Fe,57,CB
Ilan Sauter,FC Zürich,57,"CB, LB"
Carlos Terán,Envigado FC,57,CB
Santiago Moreno,América de Cali,57,CM
Josh Bowler,Hull City,57,"RM, RW, CAM"
Joshua Gaston Kitolano,Odds BK,57,CM
Robbie Burton,Arsenal,57,"CAM, CM"
Joshua Steiger,Wolfsberger AC,57,CM
Santeri Väänänen,HJK Helsinki,57,CM
김태환 Tae Hwan Kim,Suwon Samsung Bluewings,57,"CB, RB"
Stelios Kokovas,VfL Bochum 1848,57,"LB, CB"
Jesús Gómez,Club Atlas,57,LB
Mikael Tørset Johnsen,Rosenborg BK,57,"CAM, ST"
Josh Neufville,Luton Town,57,ST
Ramiro Ruiz,Atlético Tucumán,57,ST
Luca Mack,VfB Stuttgart,57,"CB, CDM, RB"
David Nemeth,SV Mattersburg,57,"CB, CDM"
Tyreeq Bakinson,Bristol City,57,CM
Joe Sbarra,Burton Albion,57,"CM, LM, CAM"
John McAtee,Scunthorpe United,57,"ST, CF"
Lagos Kunga,Atlanta United,57,"LM, CF"
Harry Brockbank,Bolton Wanderers,57,"RB, CB"
Malachi Napa,Oxford United,57,RM
Michael Collins,Sunderland,57,CB
Jan-Lukas Funke,Viktoria Köln,57,LB
Marian Prinz,SC Preußen Münster,57,GK
Alfie Bates,Walsall,57,CM
Guillaume Dietsch,FC Metz,57,GK
Cristian Blanco,Atlético Nacional,57,LB
Izaack Powell,Brisbane Roar,57,LB
Jimmy Knowles,Mansfield Town,57,ST
Robert Harker,Burnley,57,ST
Bryan Lasme,FC Sochaux-Montbéliard,57,"ST, RW"
Lennard Maloney,1. FC Union Berlin,57,"CB, RB"
Jesper Lindstrøm,Brøndby IF,57,"LW, ST"
Jeison Truque,Once Caldas,57,GK
Stan Van Dessel,Sint-Truidense VV,57,"CDM, CM"
Enrico Del Prato,Livorno,57,CDM
Jacob Bedeau,Scunthorpe United,57,CB
Hassan Al Geed,Al Shabab,57,"RM, LM"
Dylan Duncan,Queens Park Rangers,57,"CM, CAM"
Luke Burgess,Wigan Athletic,57,CM
Agustín Manzur,Godoy Cruz,57,CM
Barry Maguire,Motherwell,57,CB
Carlos Gutiérrez,Atlético de San Luis,57,RM
Tobias Koch,SK Sturm Graz,57,CDM
Kevin Castañeda,Deportivo Toluca,57,LM
Osman Yaman,Sivasspor,57,LM
Hassan Tombakti,Al Shabab,57,CB
Sam Jamieson,St. Mirren,57,"ST, LM"
Paul Horschig,FC Erzgebirge Aue,57,CDM
Patrick Osterhage,Borussia Dortmund,57,"CM, CDM"
Ryan Bouallak,ESTAC Troyes,57,GK
Jean Hugonet,Paris FC,57,CB
Aljaž Casar,SCR Altach,57,CM
Sami Matoug,Paris FC,57,CAM
Aboubacar Lô,FC Metz,57,"CB, RB"
Israel Reyes,Club Atlas,57,CM
Ömer Uzun,Kayserispor,57,ST
Sorin Șerban,FCSB (Steaua),57,LB
Shaun McWilliams,Northampton Town,57,"CM, RB"
Rekeil Pyke,Rochdale,57,ST
William Jääskeläinen,Crewe Alexandra,57,GK
Joao Paulo Castanheira,Servette FC,57,GK
Jake Vokins,Southampton,57,"LB, LWB"
Agim Zeka,Fortuna Sittard,57,"RM, CAM"
James Delianov,Western United FC,57,GK
Eoin Toal,Derry City,57,CB
James Morton,Forest Green Rovers,57,CM
Saad Al Selouli,Ettifaq FC,57,LM
Callum Morton,West Bromwich Albion,57,ST
Victor Glaentzlin,FC Sochaux-Montbéliard,57,ST
Sam Woods,Crystal Palace,57,CB
Patryk Plewka,Wisła Kraków,57,CDM
Nawaf Al Farshan,Al Nassr,57,CM
Mounaim El Idrissy,AC Ajaccio,57,"ST, RW"
Aldhair Molina,Puebla FC,57,"LWB, LB"
Franco González,Godoy Cruz,57,CM
Ștefan Rusu,Politehnica Iaşi,57,CB
Nesta Guinness-Walker,AFC Wimbledon,57,"LB, LWB"
Tyrese Sinclair,Mansfield Town,57,"RW, CAM, LW"
Ouparine Djoco,Clermont Foot 63,57,GK
Calvin Bombo,ESTAC Troyes,57,CDM
Dominik Steczyk,Piast Gliwice,57,ST
Damian Pawłowski,Pogoń Szczecin,57,CAM
Charlie Rowan,Queens Park Rangers,57,"CB, CDM"
Harry Pickering,Crewe Alexandra,57,"LB, CM"
Tom Lowery,Crewe Alexandra,57,CM
Anel Ahmedhodzic,Hobro IK,57,CB
Pontus Almqvist,IFK Norrköping,57,CF
Sherwin Dandery Seedorf,Motherwell,57,"LW, RW"
Max Johnstone,St. Johnstone FC,57,GK
Jordan Hallam,Scunthorpe United,57,"CAM, ST"
İlker Karakaş,Gençlerbirliği SK,57,ST
Adrián Estacio Peña,Once Caldas,57,LM
Liridon Mulaj,Neuchâtel Xamax,57,"CAM, CM"
Mario Trejo,Monarcas Morelia,57,RB
Giuliano Galoppo,Club Atlético Banfield,57,CM
Marvin Kokos,Oldham Athletic,57,ST
Samir Bouzar,AS Nancy Lorraine,57,"CB, RB"
Alexis Gutiérrez,Cruz Azul,57,CM
Jonas Brauti,Stabæk Fotball,57,GK
Jesper Löfgren,SK Brann,57,CB
Nassim el Ablak,Fortuna Sittard,57,CAM
Bertie Smith-Hylton,Bury,57,"CB, RB"
Vincent Gembalies,MSV Duisburg,57,CB
Andrei Cristea,Gaz Metan Mediaş,57,GK
Adrian Ioniță,Chindia Târgovişte,57,LB
Blankson Anoff,Clermont Foot 63,57,"LW, CAM"
Victor Olatunji,SV Mattersburg,57,ST
Nicolás Araya,CD Antofagasta,57,GK
Canice Carroll,Carlisle United,57,"CDM, CB, RB"
Aubin Long,FC Sochaux-Montbéliard,57,GK
Josh Grant,Plymouth Argyle,57,"RB, CB"
Keiran Evans,Swansea City,57,CAM
Harry Clifton,Grimsby Town,57,CM
Simon Enzler,FC Luzern,57,GK
Kyron Stabana,AFC Wimbledon,57,"RB, RWB"
Danny Amos,Doncaster Rovers,57,LB
Tristan Abrahams,Newport County,57,ST
Christoph Ehlich,SpVgg Unterhaching,57,"RM, RB"
Shandon Baptiste,Oxford United,57,CM
Cristian Barrios,Patriotas Boyacá FC,57,CAM
Kasper Thiesson Kristensen,Aarhus GF,57,GK
Sami Ben Amar,Nîmes Olympique,57,ST
Abdulquddus Attiah,Al Wehda,57,GK
Ramzi Solan,Al Faisaly,57,"ST, RM"
Oladapo Afolayan,West Ham United,57,ST
James Clarke,Mansfield Town,57,"RB, CB"
Uğurcan Yazğılı,Kasimpaşa SK,57,CB
Luis Barraza,New York City FC,57,GK
Egil Selvik,Odds BK,57,GK
Alexandru Piftor,FC Botoşani,57,"RM, LM"
José Bandez,CD Antofagasta,57,"CAM, LW"
Samir Chergui,AJ Auxerre,57,"CM, CB"
Stephan Mensah,SpVgg Unterhaching,57,"LM, RM"
Iuliu Hațiegan,Politehnica Iaşi,57,CAM
Youri Schoonderwaldt,ADO Den Haag,57,GK
Levin Wanner,FC Thun,57,CM
Emirhan Civelek,Kayserispor,57,RB
Harry Isted,Luton Town,57,GK
Robbie Cundy,Exeter City,57,CB
Josh Pask,Coventry City,57,"CB, RB"
김우석 金武胜,Daegu FC,57,"CB, RM"
Charlie Wakefield,Coventry City,57,"RM, RB"
Octavio Patiño,Rionegro Águilas,57,GK
Ryan East,Reading,57,"CM, CDM"
Michael Fabrie,Sparta Rotterdam,57,GK
Sam Todd,Finn Harps,57,CB
Khamis Digol,ESTAC Troyes,57,"RB, RM"
Mohammed Al Zubaidi,Al Hazem,57,LB
이재형 李在衡,Jeonbuk Hyundai Motors,57,GK
Dane Ingham,Perth Glory,57,"RB, RM"
Pascal Petlach,FC Admira Wacker Mödling,57,CB
Mathias Alain Fischer,AS Nancy Lorraine,57,"LB, CB"
Jarno De Smet,KV Kortrijk,57,GK
Léo Seydoux,Neuchâtel Xamax,57,"LWB, RWB"
Aaron Reardon,Brisbane Roar,57,CB
Jimmy Congo,Deportivo Cali,57,CDM
Tate Schmitt,Real Salt Lake,57,RW
Jad Mouaddib,Stade Malherbe Caen,57,"CM, CAM"
Leonardo Lukacevic,FC Admira Wacker Mödling,57,"LB, CB, LWB"
Falah Waleed,Al Ain FC,57,CDM
Steven Boyd,Hamilton Academical FC,57,ST
Dominic Bernard,Forest Green Rovers,57,"RWB, LWB, CB"
Nicholas Hamalainen,Queens Park Rangers,57,"LB, LM"
Kosta Petratos,Newcastle Jets,57,LM
Javier Alexis Orobio Rincón,Atlético Bucaramanga,57,GK
Niklas Klinger,VfL Wolfsburg,57,GK
Santiago Jiménez,Envigado FC,57,RB
Callum Maycock,Coventry City,57,"CM, CDM"
Harry Phillips,Southend United,57,"CAM, CM"
Matthew Platt,Blackburn Rovers,57,CB
Laurence Bilboe,Rotherham United,57,GK
Antonio Ramírez,CD Universidad de Concepción,57,"LW, RW"
Justin Vom Steeg,LA Galaxy,57,GK
Devante Rodney,Salford City,57,"ST, RM"
Alex Fletcher,Plymouth Argyle,57,ST
Daniel Kemp,West Ham United,57,RM
Jack Kiersey,Walsall,57,"CM, CDM"
Cameron Yates,Wycombe Wanderers,57,GK
Alexander Ammitzbøll,Aarhus GF,57,ST
安井 拓也,Vissel Kobe,57,"CDM, CM"
김준범 Joon Beom Kim,Gyeongnam FC,57,"CM, LM"
Aidan Stone,Mansfield Town,57,GK
Denis Jäpel,FSV Zwickau,57,ST
Christopher Giuliani,SK Sturm Graz,57,GK
伊藤 研太,Shimizu S-Pulse,57,LB
Benjamín Rivera,CD Everton de Viña del Mar,57,CDM
Moussa Soumaré,La Berrichonne de Châteauroux,57,RB
Karol Stanek,Piast Gliwice,57,ST
Mergim Laci,Falkenbergs FF,57,"LM, CAM"
Alexis Serna,Alianza Petrolera,57,CM
Rakan Al Shamlan,Al Shabab,57,"CAM, CF"
Griffin Dorsey,Toronto FC,57,"RM, RWB"
Kamal Miller,Orlando City SC,57,CB
Carlo Casap,FC Viitorul,57,"CM, CAM"
Enzo Ferrario,Universidad Católica,57,CB
Eleuterio Jiménez,Club Atlas,57,ST
Joshua Mroß,Chemnitzer FC,57,GK
Yusuf Türk,Gazişehir Gaziantep F.K.,57,ST
Raouf Mroivili,FC Metz,57,CDM
Dylan Fage,Oldham Athletic,57,CM
Jules Sylvestre-Brac,Grenoble Foot 38,57,"CB, RB"
Andrea Tripicchio,Crotone,57,"RW, RM"
Alex Purver,Östersunds FK,57,"CDM, RB"
Steve Shamal,Stade de Reims,57,ST
Scott Allardice,Bohemian FC,57,CM
Georgie Kelly,Dundalk,57,ST
Nicolas Hunziker,FC Thun,57,ST
Cian Coleman,St. Patrick's Athletic,57,"CM, CDM"
Bowen Huang,Wuhan Zall,57,"LB, RB"
Mads Kaalund,Silkeborg IF,57,"CM, CAM"
Hubert Gostomski,Jagiellonia Białystok,57,GK
Jamie Mascoll,Wycombe Wanderers,57,LB
Onur Ünlüçifçi,SG Sonnenhof Großaspach,57,RM
Leon Brüggemeier,SC Paderborn 07,57,GK
최영은 Young Eun Choi,Daegu FC,57,GK
Mohammed Al Haeti,Ettifaq FC,57,GK
Mateusz Hołownia,Śląsk Wrocław,57,LB
Remigiusz Borkała,Piast Gliwice,57,RM
Dawid Pakulski,Zagłębie Lubin,57,RM
Shusuke Yonehara,Matsumoto Yamaga,57,"CDM, CB"
Ionuț Șerban,Dinamo Bucureşti,57,"CDM, CB"
Martín Zubimendi Ibáñez,Real Sociedad,57,CM
Andrei Cordea,FC Hermannstadt,57,CAM
Flemming Niemann,FC Carl Zeiss Jena,57,GK
Ianoș Brînză,FC Botoşani,57,GK
Oan Djorkaeff,St. Mirren,57,CM
Patrick Flottmann,Sydney FC,57,CB
Eliezer Ira Tape,Côte d'Ivoire,57,GK
André Österholm,IK Sirius,57,CM
林 大地,Sagan Tosu,57,ST
Andreas Hansen,Aalborg BK,57,GK
Charles Vernam,Grimsby Town,57,ST
Marco Albertoni,Genoa,57,GK
Jake Beesley,Salford City,57,"ST, RM, RWB"
Ryan Cooney,Burnley,57,RB
Orhan Vojić,Shamrock Rovers,57,"CF, ST"
丛震,Shanghai Greenland Shenhua FC,57,"CM, CDM"
Apostolos Stamatelopoulos,Western United FC,57,ST
Adam Crookes,Port Vale,57,"LB, CB"
Harrison Biggins,Fleetwood Town,57,CM
Sergio Rafael Pabón Barros,Junior FC,57,GK
이현식 Hyun Sik Lee,Gangwon FC,57,"CM, RM"
Dong Kyung Lee,Ulsan Hyundai FC,57,"CDM, CM"
Artem Sokol,Tromsø IL,57,"CB, RB, LB"
Jinqing Li,Shenzhen FC,57,CDM
Amadou Konaté,FK Bodø/Glimt,57,ST
イサカ ゼイン,Kawasaki Frontale,57,RM
James Kellermann,St. Mirren,57,CM
Diego Tapia,Curicó Unido,57,GK
Jack Sowerby,Fleetwood Town,57,CM
Will Collar,Hamilton Academical FC,57,CDM
上原 力也,Júbilo Iwata,57,"CM, CDM"
Hassan Mohammed Raghfawi,Damac FC,57,LB
Diaz Wright,Colchester United,57,"CDM, CM"
苏缘杰,Tianjin TEDA FC,57,"ST, RM, LW"
Paddy Kirk,Bohemian FC,57,LB
姚均晟,Tianjin Quanjian FC,57,CM
Giacomo Volpe,US Cremonese,57,GK
Michael Olczyk,Arka Gdynia,57,RB
Hassani Dotson,Minnesota United FC,57,LB
Hugo Garcia,Rodez Aveyron Football,57,"CM, CAM"
Maximilian Rohr,FC Carl Zeiss Jena,57,CB
Cristian Mina,Cúcuta Deportivo,57,LW
Robert Grecu,Astra Giurgiu,57,RM
Ulaş Zengin,Gazişehir Gaziantep F.K.,57,CB
Juan José Miguel,U.N.A.M.,57,CM
Louis John,Cambridge United,57,CB
向汉天,Beijing Renhe FC,57,"RM, LM"
Nikita Haikin,FK Bodø/Glimt,57,GK
孙峻岗,Shanghai SIPG FC,57,RM
Zachary Herivaux,New England Revolution,57,"CM, CAM"
Yasir Subaşı,Kayserispor,57,LB
Josh Hope,Melbourne Victory,57,"CM, CAM"
Michael Lansing,AC Horsens,57,GK
Sebastián Felipe Silva Lavanderos,CD Palestino,57,CB
Arian Kabashi,IF Elfsborg,57,ST
岩武 克弥,Urawa Red Diamonds,57,"RB, RWB, CB"
Jan Just,SV Waldhof Mannheim,57,"RB, CB, LB"
Thomas Secchi,Rodez Aveyron Football,57,GK
Maciej Wolski,LKS Lodz,57,CM
Alessio Carlone,Politehnica Iaşi,57,CAM
Tomáš Huk,Piast Gliwice,57,CB
Mike Grim,RKC Waalwijk,57,GK
Hampus Svensson,Falkenbergs FF,57,"CM, CDM"
James Doona,St. Patrick's Athletic,57,"LM, RM"
Ramón Pasquel,Deportivo Toluca,57,GK
ポープ・ウィリアム,Oita Trinita,57,GK
Mirlind Kryeziu,FC Zürich,57,CB
Lorenzo Polvani,Empoli,57,CB
Ross Callachan,St. Johnstone FC,57,"CM, RM"
Mathias Karlsson,Örebro SK,57,GK
榎本 大輝,Nagoya Grampus,57,"LW, CF"
Richie Loughty,Bury,57,RWB
Uroš Đuranović,Korona Kielce,57,CAM
Khaled Al Khathlan,Abha Club,57,LB
Markus Fjörtoft,Hamilton Academical FC,57,CB
Daniel O'Reilly,Finn Harps,57,"CB, LB, LWB"
王耀鹏,Dalian YiFang FC,57,CB
Paul Lewis,Cambridge United,57,"CM, CDM"
Bandar Baajaj,Damac FC,57,CB
Filip Bainović,Górnik Zabrze,57,"CDM, CM"
Ryan Lloyd,Port Vale,57,"LM, CM"
Adebayo Azeez,Newport County,57,ST
John  Kavanagh,Waterford FC,57,"RB, RWB"
Mathias Fredriksen,Mjøndalen IF,57,"RW, LW"
Eric Bird,Houston Dynamo,57,CM
Jaman Abdullah Al Dossary,Al Fateh,57,LB
吴伟,Tianjin Quanjian FC,57,"CDM, CB, CM"
Amer Ordagić,SK Brann,57,CM
Erlend Tolnes Sørhøy,Ranheim Fotball,57,LW
Iustin Popescu,Chindia Târgovişte,57,GK
Joshua Hare,Bristol Rovers,57,RB
路尧,Henan Jianye FC,57,"CDM, RWB"
김영빈 金永斌,Sangju Sangmu FC,57,"LB, CB"
Jermaine Hylton,Motherwell,57,"LW, RW, ST"
Marwan Al Haidari,Al Shabab,57,GK
Kevin Lynch,Waterford FC,57,LB
中山 仁斗,Júbilo Iwata,57,ST
Kengo Tanaka,Matsumoto Yamaga,57,GK
Matthew Warburton,Northampton Town,57,CAM
Kyriakos Stamatopoulos,AIK,57,GK
Daryl Fordyce,Sligo Rovers,57,"CAM, CM, RW"
Rene Gilmartin,Bristol City,57,GK
Darren McCauley,Derry City,57,LM
Luka Mijaljevic,AFC Eskilstuna,57,ST
Alexander Nadj,BK Häcken,57,GK
Michael Barker,Bohemian FC,57,"RB, CB, LB"
Dominik Budzyński,LKS Lodz,57,GK
Jacob Borg,Finn Harps,57,"CM, CB, CDM"
朱晓刚,Dalian YiFang FC,57,CDM
孙乐,Shanghai SIPG FC,57,GK
Dalong Wang,Shenzhen FC,57,CB
王国明,Henan Jianye FC,57,GK
Giacomo Poluzzi,SPAL,57,GK
Richie Bennett,Port Vale,57,ST
姜文骏,Hebei China Fortune FC,57,LB
박광일 Kwang Il Park,Gyeongnam FC,57,"RM, RB"
Xiaoxing Tong,Wuhan Zall,57,"LW, CM"
Yi Luo,Wuhan Zall,57,"LB, RB"
Jørgen Olsen Øveraas,Ranheim Fotball,57,"RB, CB"
Jesse Weißenfels,SV Waldhof Mannheim,57,"ST, RW, LW"
Dhwanil Singhal,India,57,CDM
Bernaldo Manzano,Deportes Tolima,57,CDM
Mousa Zoulan,Damac FC,57,GK
Santiago Ramos Mingo,Boca Juniors,56,CB
Filippo Ranocchia,Perugia,56,"CM, CDM"
Dean Campbell,Aberdeen,56,"CM, CDM"
Kristoffer Askildsen,Stabæk Fotball,56,CM
Moritz Römling,VfL Bochum 1848,56,"LB, LM, LWB"
Jamie Semple,Motherwell,56,"ST, RW, LW"
Brayan Palmezano,CD Huachipato,56,CAM
Firas Al Birekan,Al Nassr,56,ST
Agustín Obando,Boca Juniors,56,LM
Yilmar Velázquez,Atlético Nacional,56,CAM
